claim_total,claim_line_sum,avg_line_amount,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days,departure_hour,departure_weekday,distance_user_vs_calc_pct,actual_mileage_vs_calc_pct,gps_variance_km,gps_variance_pct,gps_status,documents_submitted
973.03,860.73,144.46,3,4,18,1,7,6,-0.0186,0.1184,4.8,0.1146,1,1
461.08,450.15,242.28,3,8,17,1,9,2,-0.0051,0.0139,0.0,0.1465,1,1
59.44,51.96,14.24,0,4,0,2,10,6,0.106,0.0106,0.23,0.0436,1,1
373.5,345.31,59.72,1,5,10,3,12,5,0.0154,-0.0093,7.7,0.0003,1,1
475.22,428.65,136.77,2,4,33,1,10,2,-0.0193,-0.1197,3.34,0.0383,1,1
272.01,243.01,115.0,0,0,27,4,8,1,0.2098,0.2159,0.0,0.1842,2,1
521.15,534.98,110.09,2,3,15,2,6,0,0.0426,0.0402,1.03,0.0728,1,1
241.33,249.6,137.48,1,3,2,2,17,0,0.0906,0.038,16.15,0.0013,1,0
305.42,286.9,76.83,0,0,53,2,18,0,-0.1322,-0.1751,0.73,0.0133,1,1
594.85,576.21,143.44,0,3,51,1,9,5,-0.0484,0.0131,4.19,0.0543,1,1
1157.09,1007.08,236.22,1,2,26,1,14,6,0.162,0.1062,0.0,0.1044,1,1
379.47,346.75,62.8,2,7,12,2,16,2,0.4224,0.3885,11.38,0.2013,2,1
1421.17,1292.32,242.71,1,4,24,1,11,2,0.068,0.0906,0.0,0.1028,1,1
176.23,159.26,145.12,0,1,30,3,19,3,-0.0783,-0.0897,13.68,0.0586,1,1
345.52,352.57,164.4,2,2,35,2,18,2,0.2135,0.2005,1.43,0.0247,1,0
1159.93,1200.72,221.2,0,2,34,3,13,4,-0.0234,-0.0585,0.56,0.0226,1,1
1087.94,1112.94,241.12,3,7,4,1,6,3,0.0672,0.1341,0.0,0.1249,1,1
472.15,426.63,67.61,0,3,36,1,7,6,-0.1349,-0.1053,7.86,0.082,1,0
168.42,169.04,163.83,1,5,8,3,6,1,0.0346,0.1336,0.0,0.007,1,1
144.23,139.75,69.47,0,0,35,1,7,3,-0.1033,-0.1403,2.81,0.0566,1,1
587.57,530.26,87.1,1,1,36,1,13,4,0.1225,0.2246,9.36,0.1057,1,1
215.1,195.67,184.02,0,2,32,1,18,5,0.0577,0.1507,8.52,0.0471,1,1
1201.53,1220.51,244.23,0,4,23,1,15,5,0.0288,0.0269,9.83,0.0387,1,1
143.65,150.64,160.86,1,5,14,1,19,2,0.0536,0.0568,3.15,0.0847,1,1
239.86,215.88,39.52,3,6,47,2,18,0,0.0117,0.1186,3.85,0.0489,1,1
81.02,75.91,11.93,2,4,19,1,15,1,0.0342,0.0098,0.49,0.1022,1,1
192.11,169.19,159.18,0,0,47,2,19,2,-0.0919,-0.0637,0.0,0.2589,2,1
682.51,597.6,135.95,0,4,33,1,10,5,0.0331,-0.0747,0.0,0.0807,1,1
193.34,193.34,49.84,3,4,14,2,5,4,0.179,0.2066,7.07,0.0396,1,0
128.1,120.57,64.82,1,6,27,2,8,0,0.1466,0.1635,6.96,0.1837,2,0
1145.33,1090.71,205.61,3,7,46,5,5,5,0.0557,0.0808,4.73,0.1768,2,1
494.62,435.96,202.48,1,1,38,4,11,0,-0.2049,-0.1748,15.02,0.1245,1,1
365.0,350.95,54.86,3,7,37,1,15,6,0.2084,0.2559,10.23,0.0689,1,1
137.66,127.94,139.3,1,1,54,2,16,4,0.2504,0.2367,2.18,0.1195,1,1
547.81,477.32,159.2,2,7,24,1,7,1,0.1764,0.1459,4.25,0.0496,1,1
803.6,836.17,168.2,0,1,44,3,12,3,-0.1021,-0.0085,9.31,0.3436,2,1
640.34,632.46,169.8,1,2,32,2,5,2,0.0222,-0.0168,2.87,0.0415,1,0
281.43,263.49,43.01,0,0,7,2,9,6,-0.0931,-0.0218,7.9,0.0996,1,1
1022.64,1050.76,216.3,0,4,28,2,8,2,0.0487,0.0586,0.0,0.1507,2,1
222.73,229.81,214.63,3,6,6,2,12,1,-0.0007,-0.076,0.0,0.1653,2,1
422.56,396.63,60.55,0,3,65,2,16,4,0.1519,0.1806,0.0,0.1655,2,1
240.28,225.91,209.78,2,3,44,2,20,5,0.2012,0.2396,5.32,0.0055,1,1
176.55,166.05,174.6,3,3,29,3,11,3,0.4402,0.4066,8.86,0.0705,1,1
266.92,232.4,74.73,2,2,9,3,16,1,0.0054,-0.0015,0.0,0.0838,1,1
156.15,162.96,152.04,1,5,22,2,15,6,-0.079,-0.0607,8.83,0.0325,1,0
730.38,704.44,166.64,0,1,30,2,13,0,0.1413,0.1455,0.0,0.1324,1,1
85.96,88.68,84.97,1,2,0,2,18,2,0.0013,-0.0159,9.57,0.0876,1,1
479.35,417.73,228.34,0,3,55,2,10,3,0.0814,0.0686,1.5,0.118,1,1
66.42,58.15,59.26,1,5,34,2,5,3,-0.0168,-0.049,0.0,0.1302,1,1
1065.37,1023.31,243.12,1,5,35,3,9,3,0.2483,0.266,8.43,0.0087,1,1
241.62,239.92,62.84,1,5,35,3,15,0,-0.2935,-0.3019,0.0,0.0311,1,1
69.02,69.0,36.67,1,4,0,1,6,5,0.1894,0.1988,0.0,0.042,1,1
906.83,837.25,135.27,0,4,23,3,19,5,-0.0413,-0.1205,15.79,0.003,1,1
36.05,33.26,31.53,0,1,57,2,12,3,0.1462,0.1705,6.84,0.1656,2,0
1151.14,1114.87,226.96,3,7,4,3,12,6,-0.0088,-0.0499,3.38,0.2336,2,1
336.74,323.61,50.39,4,7,36,3,15,1,0.1244,0.1809,0.0,0.089,1,1
1184.1,1171.02,249.2,1,3,3,1,7,2,0.0468,0.057,2.59,0.0374,1,1
1057.96,1018.76,156.39,0,2,26,2,7,2,0.1675,0.0891,3.92,0.2576,2,1
284.96,266.66,136.89,2,7,46,1,13,4,0.2102,0.255,3.22,0.0069,1,1
79.65,82.22,76.81,0,0,39,4,17,3,-0.0187,-0.023,4.67,0.0112,1,1
157.38,154.95,41.15,0,2,27,2,8,2,0.0649,0.1467,0.0,0.0383,1,1
56.55,57.77,15.82,0,1,17,4,5,2,0.142,0.1597,2.38,0.0405,1,1
1251.64,1115.46,208.71,2,4,21,1,10,6,-0.0962,-0.0992,1.64,0.0295,1,1
400.69,384.13,62.2,1,6,23,2,15,3,0.1136,0.0644,0.0,0.0586,1,0
1242.88,1195.19,208.59,2,3,10,3,16,3,-0.0164,-0.0399,3.39,0.0576,1,1
663.54,637.1,108.15,0,5,17,4,5,5,0.2827,0.2731,11.38,0.1421,1,1
189.59,198.98,51.69,1,2,33,1,20,4,0.0736,0.119,0.0,0.0235,1,1
470.08,429.42,139.68,2,7,18,2,6,6,0.0776,0.1811,0.0,0.1484,1,1
519.62,460.21,155.82,0,3,29,1,16,6,-0.1074,-0.0669,0.0,0.0682,1,1
183.96,160.3,149.24,1,5,37,3,7,5,0.2368,0.2421,12.8,0.0272,1,1
1146.67,1007.05,214.29,0,4,19,3,10,1,0.1023,0.055,7.41,0.113,1,1
207.57,188.1,185.26,1,6,43,2,13,1,0.0097,0.0505,13.41,0.1862,2,1
382.82,340.55,114.97,1,6,29,2,20,4,0.0223,-0.0235,6.08,0.1524,2,0
267.53,270.21,127.72,3,6,46,1,16,1,0.2592,0.1878,0.0,0.1019,1,0
63.41,65.25,32.22,3,8,30,1,20,2,0.0456,0.0599,0.0,0.104,1,0
189.48,197.41,43.63,1,2,0,2,9,0,0.0344,0.088,11.99,0.0295,1,0
104.52,95.19,51.71,0,3,41,2,20,6,0.0206,0.0324,1.08,0.066,1,0
395.87,397.09,68.8,0,1,29,2,16,3,0.1969,0.1453,11.02,0.0523,1,1
424.72,404.38,192.78,2,5,25,1,18,5,-0.0371,-0.045,1.04,0.0508,1,0
1133.53,1191.28,227.22,0,5,21,2,9,4,0.1592,0.0659,15.49,0.1217,1,1
491.1,434.27,232.0,0,1,0,2,8,6,0.0085,0.0075,2.61,0.2381,2,1
756.67,672.36,228.55,1,4,0,3,11,1,-0.0119,0.0563,0.0,0.1719,2,1
1115.93,1028.52,161.46,1,4,42,2,6,4,-0.0776,-0.0314,0.0,0.0807,1,1
157.56,148.87,148.89,2,5,32,3,14,3,0.0261,0.0773,1.42,0.0886,1,1
571.22,571.7,106.83,2,6,25,2,12,5,-0.0112,-0.0771,0.39,0.147,1,1
777.02,703.07,160.08,3,4,36,3,6,2,0.1027,0.054,0.0,0.0002,1,1
537.16,538.61,111.76,0,1,19,1,13,5,-0.1159,-0.1091,0.0,0.015,1,1
538.75,534.41,108.51,0,4,0,3,9,4,0.1066,0.1359,7.76,0.0894,1,1
1263.54,1293.46,199.67,0,1,23,3,15,4,0.1152,0.1223,0.0,0.1098,1,1
975.08,851.8,184.47,2,6,25,4,17,2,0.0061,0.1009,21.94,0.1423,1,1
135.15,139.19,68.19,3,8,17,1,14,4,-0.1375,-0.0549,19.65,0.0256,1,1
369.71,374.7,69.3,1,5,44,2,8,4,0.273,0.3195,0.29,0.0441,1,1
292.28,288.43,140.46,1,5,14,2,18,6,0.1886,0.1689,3.01,0.0587,1,1
941.08,821.26,125.84,1,6,34,3,6,5,-0.0919,-0.1061,7.2,0.0195,1,1
263.98,241.78,88.67,1,6,29,2,13,5,0.0682,0.1206,3.12,0.0301,1,1
69.89,72.29,67.92,0,2,21,2,14,5,-0.117,-0.093,10.46,0.2221,2,1
146.24,152.98,166.2,1,1,28,2,11,3,-0.0456,-0.0248,10.09,0.0589,1,1
704.76,630.22,158.2,0,1,44,2,11,6,-0.0733,0.0121,0.68,0.1324,1,1
202.76,190.89,198.15,0,5,50,1,7,3,0.056,0.0399,3.79,0.0153,1,0
437.84,406.46,111.76,0,5,58,1,16,1,-0.0346,-0.1174,7.12,0.1229,1,1
290.19,253.81,88.12,0,0,11,1,20,3,0.0792,0.0078,5.74,0.0673,1,1
1420.19,1353.97,222.32,2,5,0,2,15,3,-0.0276,0.0524,13.48,0.1201,1,1
1282.63,1116.95,181.31,0,3,37,2,14,4,0.0303,-0.0381,12.53,0.0764,1,1
63.41,61.6,57.0,0,3,49,2,5,3,0.068,0.082,9.76,0.0428,1,1
230.34,220.94,240.5,2,4,42,3,13,5,0.1805,0.1886,0.83,0.0507,1,1
78.11,76.64,18.54,1,3,11,2,14,0,0.1874,0.1726,0.0,0.1254,1,1
173.89,181.0,94.93,1,4,6,2,19,0,0.0271,0.0436,2.54,0.1293,1,1
124.55,115.43,53.05,1,2,9,1,13,5,-0.0614,-0.0945,0.0,0.072,1,0
50.95,49.62,47.51,1,5,49,3,16,2,-0.0961,-0.0093,7.14,0.0448,1,1
81.52,73.53,80.68,0,5,31,3,19,5,0.0171,0.0877,2.38,0.064,1,0
270.38,237.92,220.2,2,6,0,4,17,4,0.1238,0.1476,1.33,0.029,1,0
691.28,610.82,194.26,0,2,0,1,10,0,0.276,0.3093,2.69,0.086,1,1
566.38,549.56,175.94,1,3,11,3,9,4,-0.0191,-0.0046,0.62,0.1301,1,1
261.56,265.27,247.02,0,2,0,1,17,4,0.2032,0.1837,7.72,0.1723,2,1
282.35,280.33,51.36,2,4,11,1,15,1,0.3414,0.2866,0.0,0.1585,2,1
321.12,305.32,66.38,1,5,0,2,17,0,-0.0042,-0.0015,0.0,0.0624,1,1
955.88,963.38,227.74,0,5,50,2,12,2,-0.0957,-0.125,2.09,0.077,1,1
383.94,350.49,81.02,1,6,29,1,12,4,0.0885,0.0515,3.02,0.1646,2,1
494.82,517.24,104.11,0,4,32,2,20,0,-0.0103,0.0435,7.31,0.1652,2,1
551.63,520.72,104.42,0,5,51,2,17,1,-0.0228,0.0565,5.99,0.0429,1,1
313.83,296.9,141.65,2,6,24,1,10,2,0.2102,0.2599,5.5,0.0779,1,1
265.69,249.97,49.56,0,1,31,3,14,3,-0.1339,-0.1495,7.37,0.0996,1,1
829.12,838.56,145.57,2,6,15,1,20,1,-0.0071,-0.0463,0.0,0.2137,2,0
91.51,93.61,91.26,0,2,2,3,19,2,0.0617,0.0829,2.44,0.0961,1,1
439.35,432.17,222.77,2,6,33,5,18,2,0.0404,-0.0083,0.0,0.1565,2,0
219.96,193.34,212.33,0,0,9,3,16,6,0.1683,0.1323,7.48,0.0893,1,1
129.19,122.16,130.27,1,5,37,1,11,2,-0.1109,-0.0721,0.0,0.0105,1,1
413.03,381.34,134.37,0,2,12,2,17,4,0.0417,0.0261,4.29,0.0105,1,1
935.75,843.32,166.73,1,3,28,2,14,5,0.0955,0.0977,1.14,0.1243,1,1
249.75,223.5,109.36,0,0,59,2,8,1,0.1003,0.0649,0.9,0.0628,1,1
1659.9,1459.97,226.57,2,3,31,2,19,2,-0.0439,-0.0733,0.18,0.0843,1,1
1122.38,1153.59,197.2,0,4,59,4,16,3,0.1648,0.1702,5.08,0.0426,1,1
261.83,237.87,54.7,0,4,12,3,14,3,0.0052,0.0466,8.43,0.09,1,1
245.11,240.81,77.37,1,5,54,2,14,4,0.1762,0.1053,0.0,0.1678,2,1
487.75,459.29,246.93,2,7,32,4,10,3,-0.0786,-0.0504,2.28,0.0009,1,1
831.31,755.33,181.78,0,4,34,1,8,3,0.1627,0.2725,7.18,0.1743,2,1
346.51,352.15,71.68,1,6,32,4,12,1,0.1921,0.1858,8.43,0.0326,1,0
277.98,258.77,54.77,1,6,16,4,16,6,0.0665,0.0814,6.01,0.0646,1,0
153.67,156.98,57.66,1,6,21,4,20,1,0.1048,0.0853,10.28,0.0653,1,1
275.29,265.05,86.14,1,1,0,2,6,5,0.1538,0.1801,12.73,0.1172,1,1
217.38,219.21,79.65,2,6,65,2,6,1,-0.0006,0.0226,0.83,0.0517,1,1
31.52,28.4,30.85,2,3,16,2,7,5,0.0481,-0.0472,16.03,0.1136,1,1
1460.89,1306.59,198.54,2,2,9,2,20,4,0.0462,-0.0541,2.43,0.2253,2,1
776.42,698.39,154.01,4,5,44,1,10,6,0.1364,0.1407,6.72,0.145,1,1
247.32,242.01,56.82,1,4,25,3,16,6,-0.021,-0.0306,5.48,0.1178,1,1
543.55,551.8,132.28,1,1,22,2,14,2,0.2041,0.1803,9.8,0.0572,1,1
1201.79,1050.25,246.92,1,3,20,2,5,3,-0.0368,-0.0631,11.93,0.0896,1,0
188.33,194.4,191.56,0,5,45,1,9,2,0.0077,0.0133,0.0,0.0662,1,1
26.66,24.92,24.82,2,4,34,3,16,2,0.184,0.2661,8.76,0.0805,1,1
693.45,710.64,132.66,3,5,59,3,19,6,-0.0775,-0.0975,2.1,0.0255,1,1
1120.74,1040.99,190.74,1,4,44,3,6,4,0.0977,0.0869,0.0,0.09,1,1
841.37,875.06,240.65,2,4,28,2,20,4,-0.0427,-0.0434,7.96,0.2073,2,1
497.29,522.18,107.59,2,7,30,2,13,3,0.156,0.0885,8.73,0.1573,2,0
148.05,129.07,122.59,0,1,57,2,11,5,0.0246,0.008,11.81,0.037,1,1
227.02,211.58,65.44,1,3,38,1,20,5,0.2506,0.2219,0.0,0.0001,1,1
59.46,59.66,64.39,2,3,28,1,5,2,0.2002,0.1814,0.0,0.0638,1,1
194.5,172.01,157.0,0,1,45,3,10,4,-0.0212,-0.0166,0.72,0.021,1,1
1191.65,1231.34,203.28,0,5,32,1,19,4,-0.0408,-0.017,0.03,0.0781,1,1
96.72,86.74,78.98,1,3,43,3,18,1,0.0432,-0.0029,3.93,0.0786,1,1
538.53,516.87,97.62,2,5,12,3,10,3,0.143,0.1241,8.92,0.0964,1,1
66.43,68.93,10.76,2,3,13,4,11,1,0.0934,0.1463,0.0,0.0677,1,1
295.13,269.89,248.54,1,6,0,3,11,1,0.133,0.1615,2.91,0.212,2,1
1044.71,1071.91,236.93,2,3,27,1,8,3,-0.0886,-0.0519,2.22,0.1007,1,1
548.0,574.33,105.17,0,3,21,1,20,1,-0.0465,0.0125,0.0,0.0061,1,1
193.39,176.65,29.93,1,5,25,1,18,0,0.2222,0.2197,5.51,0.1832,2,1
674.72,645.26,163.31,2,6,1,1,19,6,0.3649,0.4373,0.0,0.0394,1,1
169.83,157.84,79.45,2,7,10,3,5,5,0.1391,0.0853,6.0,0.0997,1,1
240.45,239.42,223.18,0,2,47,2,11,2,-0.1128,-0.1079,9.31,0.1164,1,1
975.46,927.67,179.59,0,2,39,3,13,1,0.1038,0.1597,4.97,0.2242,2,1
548.85,477.84,114.27,2,5,9,2,12,0,-0.0703,0.085,8.57,0.0364,1,1
249.12,219.41,217.67,2,7,4,1,8,6,-0.0102,-0.0015,2.57,0.0339,1,1
130.45,113.87,31.15,1,4,38,1,14,2,-0.0054,0.0047,0.0,0.1919,2,1
385.41,375.66,204.25,0,3,18,2,12,5,-0.1643,-0.1995,0.0,0.058,1,1
930.97,974.8,197.77,2,6,30,3,7,6,0.142,0.2037,0.0,0.065,1,1
361.39,377.94,119.79,1,2,17,3,8,1,0.0319,-0.0255,1.13,0.0782,1,1
417.06,423.59,149.28,0,3,38,5,19,0,0.1304,0.1901,4.78,0.0075,1,1
463.26,429.87,78.86,0,0,43,1,9,5,0.0419,0.0262,11.9,0.0885,1,1
508.28,489.63,85.36,1,3,25,4,15,4,0.0606,0.1677,9.36,0.0086,1,1
688.88,625.71,200.26,1,6,44,2,17,4,0.0459,-0.0835,6.53,0.1044,1,1
890.67,808.19,192.38,0,2,3,1,15,6,0.1322,0.2051,0.0,0.18,2,1
89.53,91.06,92.15,1,2,2,3,14,1,-0.1661,-0.0653,8.31,0.0408,1,1
963.7,1000.02,194.17,1,3,26,1,15,5,0.0407,0.1211,0.0,0.2061,2,1
1498.39,1519.1,236.27,0,2,6,4,16,1,0.0665,0.0364,0.2,0.2107,2,1
704.67,723.24,177.12,2,5,47,3,11,4,0.0331,0.0224,4.43,0.0747,1,0
674.32,609.43,218.63,2,6,41,2,8,2,-0.0182,-0.0634,5.46,0.155,2,1
1438.21,1339.08,218.32,1,4,6,1,15,6,0.1526,0.0981,5.17,0.1262,1,1
214.6,218.95,42.05,0,3,14,1,15,6,0.1903,0.1855,0.0,0.075,1,0
980.12,906.75,152.98,0,3,27,1,5,5,0.1538,0.0783,1.07,0.0381,1,1
147.9,140.25,150.86,2,2,6,2,16,5,-0.119,-0.0966,0.97,0.0229,1,1
560.45,523.8,84.33,1,3,10,1,13,4,0.1445,0.1799,8.32,0.0734,1,1
83.48,79.84,40.01,2,3,47,2,17,4,-0.0593,-0.1225,4.67,0.1076,1,0
171.78,162.81,83.88,0,4,8,1,12,3,-0.0727,-0.0547,0.0,0.0107,1,1
412.77,386.17,189.83,3,8,13,4,18,0,0.0561,0.1013,8.25,0.0901,1,1
353.98,367.17,192.21,3,5,40,4,18,2,-0.0107,0.0104,1.77,0.1525,2,1
237.64,230.41,236.59,3,4,34,3,14,3,0.1125,0.1087,0.0,0.056,1,0
612.35,634.48,205.64,2,7,68,2,8,5,-0.0844,-0.1538,7.02,0.1294,1,1
62.7,65.06,62.69,1,3,62,3,13,0,0.2916,0.3311,0.0,0.0302,1,1
866.52,898.27,150.52,1,1,0,5,16,6,0.2148,0.2169,8.26,0.0943,1,0
39.43,36.66,16.7,1,2,45,3,16,6,0.2389,0.2691,3.89,0.0501,1,1
106.23,98.51,108.47,0,1,38,2,14,2,-0.0911,-0.0673,5.95,0.0719,1,1
788.86,690.01,215.93,2,7,0,1,14,0,0.083,0.1136,0.0,0.0769,1,1
1012.39,950.84,220.17,2,2,23,4,11,2,-0.0215,0.0438,9.53,0.1335,1,1
488.92,440.06,81.13,1,2,51,1,20,5,-0.188,-0.1568,0.0,0.0594,1,1
767.9,731.16,117.98,2,3,21,2,20,1,0.0766,-0.0105,0.0,0.0604,1,0
497.76,459.27,159.45,1,6,0,2,15,5,0.1645,0.2793,0.71,0.0296,1,1
125.89,116.36,30.75,2,4,2,2,14,1,0.1328,0.2112,2.71,0.2643,2,1
384.21,343.28,120.15,1,6,56,1,9,0,0.0339,-0.0224,0.0,0.1043,1,1
894.55,791.67,140.69,1,6,3,1,6,5,0.0142,0.0011,10.12,0.0934,1,1
274.76,283.12,92.33,2,2,7,1,12,5,0.0195,-0.0337,15.08,0.0172,1,1
139.6,124.88,33.37,1,5,14,1,7,6,-0.013,0.0346,9.53,0.0126,1,0
220.54,218.72,242.97,0,3,15,1,5,4,-0.0183,-0.0348,6.88,0.1546,2,1
237.56,243.67,124.26,0,2,44,2,15,2,-0.0845,-0.0263,4.02,0.1798,2,1
309.85,284.11,129.27,0,5,23,1,6,3,0.0856,0.0551,2.54,0.0509,1,1
144.79,126.63,126.89,2,4,45,1,10,1,-0.0317,-0.0769,0.0,0.1487,1,1
197.95,191.64,179.13,0,2,51,1,14,0,0.0149,0.0163,9.97,0.0762,1,1
165.21,144.5,46.02,1,2,41,2,17,0,0.1874,0.1903,0.0,0.2305,2,1
208.73,209.45,106.55,1,6,45,3,7,0,0.0758,0.0735,0.0,0.0467,1,1
98.43,91.75,48.14,0,4,67,3,12,1,0.124,0.0796,0.0,0.1508,2,1
371.92,384.28,81.91,1,1,5,2,14,5,-0.1219,-0.1447,0.0,0.1967,2,1
1095.59,998.76,153.02,0,2,45,2,15,4,-0.0605,-0.0831,0.0,0.0149,1,1
254.26,246.59,122.14,1,6,49,3,16,2,0.1918,0.1339,1.58,0.0447,1,1
111.43,103.01,18.55,2,7,14,3,7,1,-0.1472,-0.1859,0.0,0.0513,1,1
52.77,53.15,54.17,1,6,6,3,7,1,0.0779,-0.0008,5.78,0.0856,1,1
816.54,824.73,221.42,1,3,16,1,7,4,0.0839,0.0951,6.22,0.0568,1,0
99.15,98.64,99.19,0,4,0,2,17,1,0.082,0.1871,9.12,0.073,1,1
663.98,629.53,193.91,0,1,40,1,7,2,0.0447,0.0471,10.32,0.0401,1,1
70.43,72.6,68.69,2,6,31,1,14,5,0.2343,0.2614,17.74,0.0527,1,0
872.0,763.93,169.15,0,0,17,1,7,3,-0.0463,-0.0738,0.0,0.1591,2,1
102.05,90.06,83.77,0,2,54,3,16,6,0.1527,0.1148,0.61,0.1191,1,1
832.64,806.43,246.51,1,4,62,1,11,6,-0.1885,-0.1331,3.37,0.1448,1,1
735.64,733.05,238.45,0,4,31,4,17,2,-0.089,-0.1102,9.81,0.1413,1,1
831.65,758.48,134.65,1,6,46,1,18,4,0.1414,0.1786,0.0,0.0493,1,1
106.52,108.84,29.22,0,5,33,2,6,1,0.2135,0.1433,1.7,0.1317,1,1
824.99,800.1,195.64,2,3,32,1,15,1,-0.1216,-0.193,11.55,0.1139,1,1
1091.6,1084.03,232.26,0,3,48,4,8,4,0.1024,0.12,0.0,0.0522,1,1
903.17,876.3,194.34,1,5,23,2,18,6,-0.0982,-0.0924,3.5,0.1824,2,1
312.81,275.39,68.04,1,3,39,2,18,5,-0.0798,-0.0811,1.69,0.0602,1,1
877.89,834.18,166.74,0,4,14,4,10,3,-0.0225,-0.0543,0.0,0.0872,1,1
430.17,393.96,59.83,3,7,27,1,14,1,0.197,0.1927,0.0,0.0114,1,0
694.98,683.34,158.13,2,2,16,3,18,2,0.0173,0.0185,14.54,0.076,1,1
619.64,603.11,183.51,0,1,52,1,20,1,0.079,0.1135,8.92,0.0177,1,1
1311.66,1221.68,231.33,0,2,28,3,15,6,0.1246,0.1087,9.34,0.2053,2,1
1045.82,1064.39,176.93,0,0,78,2,16,6,0.1077,0.0369,14.9,0.0361,1,1
1118.17,1047.01,191.04,0,2,0,1,10,3,0.0862,0.078,3.94,0.0478,1,1
648.91,671.81,232.03,1,4,40,2,6,6,0.0493,0.056,16.11,0.1662,2,1
779.61,766.47,140.23,2,5,28,4,12,2,0.1408,0.1136,9.52,0.1221,1,0
277.63,258.34,127.3,1,1,10,2,15,2,0.0223,-0.0176,0.0,0.0724,1,1
63.46,58.98,13.49,0,3,47,1,11,1,-0.0666,-0.0605,6.85,0.0931,1,1
29.53,26.73,14.82,0,5,33,1,13,3,-0.004,0.0144,0.0,0.1001,1,1
80.1,73.32,39.33,1,6,0,1,6,6,-0.0412,0.0031,4.95,0.1315,1,1
452.8,429.02,237.05,1,2,23,1,5,2,0.0566,0.0067,5.21,0.0351,1,1
174.24,166.33,55.19,1,3,16,2,18,1,0.0024,0.0667,1.35,0.1759,2,1
580.22,535.33,142.64,0,1,26,2,20,0,-0.0729,-0.0961,11.66,0.0296,1,0
53.27,51.32,28.4,2,6,7,1,12,5,-0.1576,-0.1238,10.17,0.1351,1,1
145.76,150.86,54.86,2,7,44,4,20,2,-0.0902,-0.0846,2.61,0.1661,2,1
465.17,460.38,78.61,2,6,48,1,13,0,0.0708,0.0646,9.05,0.017,1,1
219.66,193.16,46.09,2,7,26,3,15,4,0.065,0.0724,5.79,0.1155,1,1
496.28,463.39,168.75,4,6,0,1,13,4,0.1204,0.122,14.6,0.0703,1,1
925.18,902.28,230.35,3,8,12,1,14,0,-0.0047,-0.0424,18.51,0.0924,1,0
790.52,811.51,168.32,0,2,40,3,8,2,-0.0912,-0.0619,0.0,0.1573,2,0
84.6,78.91,76.38,2,2,17,1,5,5,0.0169,-0.0601,0.85,0.1523,2,1
762.56,793.16,218.13,2,5,0,4,8,1,-0.0568,-0.0074,14.59,0.0234,1,1
550.34,569.41,117.35,3,6,57,1,10,4,-0.1282,-0.0599,5.36,0.0176,1,0
83.56,84.65,13.33,0,1,25,1,8,0,-0.0812,-0.1346,0.0,0.0995,1,1
604.41,568.37,133.98,2,3,16,2,20,6,0.0924,0.0881,10.48,0.0669,1,1
78.65,73.51,69.5,2,5,42,1,7,6,-0.0717,-0.0304,0.0,0.1361,1,1
171.88,173.17,37.43,1,2,48,2,13,3,-0.0305,-0.0216,6.82,0.1131,1,1
429.58,419.23,221.19,1,5,3,2,10,2,0.2396,0.1808,3.36,0.0784,1,1
55.87,51.36,12.34,1,4,19,2,19,3,0.1335,0.1515,4.3,0.0088,1,1
600.58,543.82,149.55,4,8,4,2,10,0,0.0731,0.0891,3.01,0.1927,2,1
464.44,410.12,65.27,2,5,45,4,16,2,0.1057,0.0859,10.14,0.1193,1,1
392.0,376.56,186.61,1,1,15,4,9,5,-0.1833,-0.1237,6.56,0.0387,1,0
701.27,617.72,109.05,1,4,35,1,14,2,0.2141,0.2065,1.51,0.2007,2,1
134.08,117.67,35.66,0,2,36,3,7,1,-0.0943,-0.1105,0.0,0.091,1,1
539.85,544.37,171.68,1,2,7,4,5,6,0.0683,0.0358,5.86,0.021,1,0
71.77,63.93,61.17,2,3,1,3,18,0,0.1721,0.2136,8.51,0.029,1,1
212.92,197.1,213.77,0,4,18,3,20,1,0.2978,0.2988,0.0,0.0152,1,1
242.72,213.97,112.83,1,6,46,1,15,6,0.1323,0.1512,0.0,0.0307,1,1
216.23,213.25,100.94,0,3,9,2,20,6,-0.1049,-0.1323,0.0,0.1192,1,1
1130.5,1143.49,213.25,0,0,18,1,15,6,0.0703,0.1554,16.19,0.0041,1,1
179.19,184.73,189.65,3,8,37,3,17,2,-0.0706,-0.1087,10.83,0.0699,1,1
156.63,163.13,158.22,2,5,0,1,18,5,-0.1911,-0.1672,6.85,0.0418,1,1
107.66,109.92,104.21,3,3,30,2,5,1,0.3212,0.4129,1.35,0.08,1,1
205.79,181.56,34.96,1,1,17,1,14,1,0.213,0.26,7.69,0.0653,1,1
58.61,55.77,10.47,3,7,45,1,15,3,0.3552,0.3786,7.35,0.166,2,0
179.72,185.18,89.48,2,6,77,3,5,4,0.0302,0.062,8.02,0.0767,1,1
1050.13,1004.86,230.74,1,2,2,4,13,5,0.1361,0.1405,0.0,0.0787,1,1
167.51,152.6,46.48,1,2,4,1,9,6,-0.0212,-0.0674,1.08,0.0369,1,1
258.71,251.45,90.21,2,7,62,1,10,6,0.172,0.1656,0.0,0.1489,1,1
207.66,188.59,92.93,1,6,33,3,13,4,-0.0526,-0.0965,12.87,0.0903,1,0
1356.51,1303.87,247.03,0,0,26,2,14,3,0.0432,0.0624,14.56,0.1962,2,1
