claim_total,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days
434.42,0,3,48,6
98.78,2,4,82,5
466.4,0,3,25,7
128.71,1,2,102,7
483.94,1,4,44,4
192.2,0,3,8,1
176.42,0,0,52,7
480.44,2,5,12,1
490.73,0,0,65,5
228.23,2,5,76,2
85.61,2,4,61,7
4689.43,3,10,4,12
168.4,0,3,14,2
463.78,0,1,72,3
391.87,1,3,34,4
314.93,1,1,64,5
418.54,0,2,38,5
107.56,2,3,69,3
2129.13,3,3,1,11
1645.09,6,11,9,11
382.89,0,0,19,2
1193.74,6,13,9,13
394.4,2,5,92,5
492.47,1,4,120,7
142.82,2,4,87,6
124.86,0,0,29,7
292.5,2,3,109,1
2091.34,1,11,17,1
80.27,1,2,110,1
371.63,0,0,54,5
4904.87,3,11,16,14
330.85,0,2,113,2
553.17,6,16,23,2
371.81,1,4,65,5
457.24,1,3,27,3
462.55,1,3,38,4
289.28,2,4,93,1
328.79,1,1,6,6
390.04,2,4,35,6
116.19,1,3,116,5
411.75,2,5,80,5
119.75,2,2,44,3
366.38,1,1,40,7
111.89,1,2,9,7
378.0,2,5,95,3
109.49,0,1,80,4
155.96,2,2,24,1
3467.89,4,4,12,14
446.69,0,1,71,7
72.22,2,3,26,2
417.29,0,1,34,2
573.25,6,14,12,8
101.58,0,3,96,4
296.48,1,2,52,4
179.94,2,3,119,5
193.69,0,0,80,5
403.77,1,4,105,7
297.64,0,1,45,3
492.09,1,1,9,1
397.88,0,3,111,7
132.07,1,3,47,6
246.89,0,2,7,6
244.78,2,5,59,3
55.87,2,5,52,3
3690.31,6,9,9,1
293.74,0,3,83,7
3161.67,5,12,1,9
215.27,2,3,60,4
182.39,0,3,73,6
329.82,0,3,82,4
287.57,2,5,76,5
335.87,0,3,72,6
268.38,2,2,51,1
316.11,0,2,63,7
254.51,1,1,93,5
60.02,0,1,60,6
211.32,2,3,53,1
85.4,0,2,22,1
212.54,2,4,20,4
180.85,0,1,67,3
133.19,0,0,74,6
340.24,0,2,16,5
231.26,0,3,39,2
321.42,1,3,70,5
74.03,2,4,97,6
462.3,0,2,92,3
425.04,0,2,60,7
51.3,2,3,21,7
2736.25,1,10,0,12
334.45,0,2,57,3
2567.11,2,4,8,14
4963.46,5,7,29,9
449.33,1,1,12,1
343.37,2,3,25,6
253.68,0,1,58,1
470.27,1,1,66,1
208.14,2,2,16,1
488.62,2,3,113,4
991.43,6,7,10,3
386.38,0,2,34,7
2482.65,5,7,6,1
81.9,1,3,92,1
267.74,2,2,117,5
190.51,2,4,94,3
340.63,2,5,57,5
146.0,1,3,21,5
480.44,0,3,112,6
330.98,2,3,65,2
414.91,0,1,120,7
81.82,1,3,10,2
302.66,2,5,33,6
260.72,1,2,117,7
211.97,1,2,48,7
2393.05,1,7,27,5
2459.4,6,12,14,4
148.56,2,4,119,3
2765.21,5,9,30,3
152.53,2,4,56,2
198.88,0,3,109,4
3671.1,4,9,14,10
86.03,1,2,31,5
421.09,2,2,74,3
1960.49,1,8,20,12
62.4,2,2,118,2
87.5,0,3,104,5
926.4,6,6,4,6
366.86,1,4,11,6
125.68,0,3,96,5
155.21,1,1,92,2
4518.36,6,8,5,8
4032.2,5,10,27,1
436.96,2,2,15,3
146.57,2,3,117,3
3446.04,6,15,8,8
327.93,0,3,41,1
2715.41,4,7,27,3
297.83,1,3,87,1
3498.92,1,1,0,7
354.89,0,2,103,6
360.51,2,2,5,3
471.95,0,3,10,5
487.53,1,1,14,5
326.04,0,1,88,3
3274.7,2,10,11,6
159.63,1,3,23,1
81.8,0,3,67,5
558.72,1,7,18,7
4589.75,5,5,2,9
247.65,1,1,104,6
4982.52,5,9,22,11
450.38,0,1,77,7
311.47,1,2,7,1
256.31,0,2,46,1
334.79,0,0,68,2
1908.97,2,8,5,5
291.75,0,0,85,2
307.7,0,1,106,2
435.2,0,0,99,7
67.92,1,1,50,2
393.93,2,5,70,3
118.16,0,0,54,4
407.55,2,2,41,6
488.86,1,3,101,5
491.9,1,3,114,5
894.77,5,14,24,7
227.85,0,1,58,6
130.63,0,1,63,3
133.94,1,4,64,1
106.74,1,1,16,7
122.94,2,2,28,2
480.84,0,1,13,3
2859.95,1,9,18,8
358.87,2,2,60,1
276.4,0,2,47,5
378.64,1,4,93,4
360.82,1,1,95,1
397.9,0,3,73,7
321.74,0,0,75,4
119.56,2,5,120,2
174.25,1,1,89,1
1121.46,6,13,5,1
298.03,2,4,73,2
427.4,0,1,89,2
89.91,1,4,40,6
109.25,2,2,13,4
4804.51,5,14,22,4
352.9,2,2,21,1
490.39,1,2,33,7
372.62,1,3,113,2
96.45,1,2,10,7
276.5,1,3,118,1
228.14,0,0,49,6
153.86,1,4,63,3
313.05,2,3,21,7
60.31,0,0,58,6
3586.04,6,7,15,5
323.65,0,1,20,7
161.57,2,4,13,5
122.99,2,2,107,7
103.33,1,1,69,1
300.73,1,4,112,4
388.91,0,3,34,6
118.84,2,5,51,3
311.54,1,3,88,1
244.16,0,2,82,7
151.12,1,3,6,3
219.61,1,2,21,7
110.61,0,0,42,2
403.62,2,3,111,6
344.54,2,4,39,6
355.62,2,2,73,6
493.84,2,2,99,5
1163.84,2,6,29,14
346.1,2,5,38,2
202.47,0,1,97,3
4883.49,2,7,21,1
156.13,0,2,30,7
360.28,0,0,95,7
350.8,1,4,8,3
1701.84,4,10,29,12
170.85,1,4,56,5
374.24,1,3,30,3
2464.64,5,12,27,5
469.03,2,5,108,1
457.67,0,0,27,3
59.96,2,2,78,3
4715.81,3,11,2,14
392.18,2,3,46,7
3090.72,4,8,27,8
434.04,0,0,63,7
1115.19,3,12,3,5
105.14,1,1,90,3
312.58,0,1,58,7
399.53,1,2,96,7
304.95,0,3,33,1
3563.01,1,1,17,11
104.89,2,4,26,2
857.3,6,14,14,2
3006.42,3,5,6,6
346.07,2,3,60,5
166.89,2,5,11,1
339.26,0,0,93,5
203.64,2,3,33,4
109.42,1,4,92,3
137.74,0,0,40,1
70.99,2,4,109,2
469.58,0,0,52,3
346.22,0,0,8,2
357.08,2,3,13,3
258.4,0,0,59,1
152.02,2,2,103,2
288.08,2,2,68,2
1393.07,2,8,19,6
119.38,1,2,97,1
133.92,2,5,105,2
373.6,2,4,110,7
145.94,0,1,26,2
396.88,1,2,94,5
284.99,2,3,5,3
263.15,2,3,105,3
151.98,1,1,69,3
2612.94,1,1,17,8
134.35,2,5,105,1
413.11,0,3,9,1
106.11,1,1,50,6
420.62,2,3,119,5
334.45,0,0,114,4
428.81,1,3,73,7
231.14,0,2,61,7
115.32,0,1,23,2
2787.61,6,7,24,10
498.7,1,2,96,7
358.39,0,1,98,3
219.66,2,4,32,3
455.09,0,3,115,7
434.78,0,0,39,4
271.29,0,1,5,4
153.1,2,4,103,1
195.78,0,0,33,7
230.58,0,2,89,4
422.67,1,3,54,1
174.58,1,1,51,3
82.72,0,0,52,1
374.16,0,0,77,7
2039.99,4,8,0,10
910.96,6,12,18,4
252.88,1,3,108,2
411.53,0,0,37,2
121.23,0,0,84,7
93.24,2,2,24,3
140.8,0,3,120,5
289.39,2,5,56,1
285.44,0,0,26,4
267.74,0,1,21,4
353.72,0,3,48,6
288.68,2,5,88,5
156.75,2,3,85,6
462.12,2,4,30,1
333.48,1,3,44,2
280.62,2,4,28,2
70.56,0,0,50,7
207.09,1,3,41,5
409.79,1,4,5,6
113.12,2,5,55,3
349.41,1,4,56,3
316.88,1,1,58,7
450.73,1,1,37,7
60.37,0,2,45,6
139.63,2,5,39,5
133.91,1,4,15,1
3044.45,3,5,18,12
194.49,0,2,80,4
130.66,1,1,25,5
236.08,0,3,43,2
4339.96,5,9,29,9
301.81,2,4,83,4
176.76,2,5,36,3
3891.74,3,6,9,12
82.85,1,1,55,5
3150.9,5,8,26,12
1663.15,5,12,9,4
171.33,1,3,7,5
426.54,2,3,23,2
197.68,1,2,82,6
470.82,2,4,17,2
485.29,2,5,21,1
101.81,1,1,66,3
433.22,1,2,41,6
235.76,1,4,107,5
399.98,0,1,6,1
305.0,1,4,13,2
150.55,0,0,23,6
979.86,1,4,23,14
436.3,1,4,29,3
332.6,1,1,76,4
854.97,5,14,6,2
212.22,1,2,38,6
224.54,0,0,33,5
71.63,0,2,118,2
233.32,2,3,9,7
189.51,1,2,38,4
98.5,1,2,89,4
237.05,2,5,105,7
62.61,2,4,95,6
3060.86,3,9,24,10
1188.46,6,7,20,11
2471.69,3,4,14,5
66.89,0,2,12,2
407.26,1,1,25,2
324.27,1,4,55,3
388.22,2,3,30,2
497.3,2,3,6,2
198.58,2,2,32,2
1533.75,2,5,8,7
80.47,2,2,90,4
214.34,0,3,114,4
265.27,2,4,101,7
454.38,0,1,40,6
75.22,0,1,99,5
166.24,1,2,35,1
372.53,0,0,21,5
80.64,2,2,16,4
480.92,2,3,42,1
763.2,6,12,29,14
447.39,1,1,111,4
360.94,1,3,57,1
424.57,0,2,11,4
293.73,2,5,24,7
333.01,1,1,28,2
68.05,2,4,54,4
176.78,1,2,36,4
134.43,2,2,106,2
88.04,0,0,72,4
688.84,6,11,22,9
463.19,2,2,90,1
72.27,1,3,93,1
469.63,2,3,50,1
328.74,1,3,27,5
448.58,0,3,18,2
457.38,1,3,36,2
131.8,0,2,114,3
100.84,0,3,91,3
167.3,2,5,113,2
3830.17,1,9,26,4
180.45,1,4,117,7
275.99,2,5,70,5
198.76,1,4,7,7
437.07,2,5,103,5
82.12,1,2,105,6
165.82,2,3,55,4
144.14,2,4,58,2
253.55,1,4,45,7
460.41,2,3,7,4
229.71,2,2,23,7
62.5,1,2,24,5
82.1,1,2,10,2
192.11,2,5,34,4
350.76,0,3,27,7
183.49,0,0,60,4
348.45,2,2,87,6
93.69,0,0,33,6
433.09,0,2,78,5
1510.02,2,3,26,11
432.72,0,1,105,1
183.23,2,2,96,3
441.37,2,5,73,4
1840.79,1,2,24,10
197.02,2,2,54,3
3875.34,6,6,1,13
306.5,2,5,61,6
160.05,1,3,104,6
3370.13,3,9,23,5
103.44,1,2,32,3
100.31,0,3,108,2
136.99,0,2,93,1
123.39,1,2,106,1
268.51,2,2,16,4
2509.31,4,13,19,10
1749.58,6,14,3,11
364.23,0,0,12,2
2400.12,1,3,22,1
206.52,0,1,74,3
228.21,0,0,46,6
414.32,1,2,118,5
2974.25,1,6,17,12
238.06,2,3,89,7
325.15,0,3,55,5
123.8,1,4,36,7
429.72,0,3,91,7
1417.31,4,10,28,12
201.3,0,3,27,4
161.52,2,4,104,1
83.47,0,1,30,2
118.56,2,3,49,2
320.03,0,3,46,6
3813.27,6,6,12,8
92.74,0,3,101,6
421.48,0,0,86,5
435.33,1,2,103,1
260.19,1,4,19,4
3626.57,3,12,13,10
3394.63,5,9,11,11
380.48,0,1,94,4
363.16,1,4,102,2
209.25,0,1,46,4
327.53,2,3,48,3
172.77,1,1,102,4
448.96,2,2,61,3
114.22,2,5,59,5
1870.31,4,13,19,7
303.09,2,5,44,6
164.71,1,3,56,3
279.07,2,4,19,4
180.04,1,3,31,4
291.39,2,2,53,3
290.16,1,3,45,1
125.0,2,5,117,1
126.9,0,1,56,2
675.88,4,8,17,10
581.35,5,7,8,9
211.35,0,1,5,5
3079.1,2,12,25,1
187.3,2,3,84,5
167.86,2,2,75,3
439.46,0,1,62,7
55.73,0,1,10,6
225.67,2,5,18,5
4003.49,3,13,6,1
4776.42,4,8,3,9
304.39,1,3,60,4
276.19,1,1,88,1
122.9,2,2,8,1
141.82,1,1,11,2
183.03,1,2,81,5
2270.28,3,13,10,7
468.1,1,2,43,1
404.32,0,0,46,3
246.28,1,2,45,4
132.9,0,0,82,1
146.95,2,4,61,7
274.5,1,4,43,5
403.45,1,2,81,4
93.37,0,1,45,1
86.83,0,2,47,6
95.73,2,2,5,6
107.48,0,0,116,1
4006.1,2,12,4,11
2725.94,4,8,17,11
160.87,1,3,96,6
196.12,0,2,26,6
112.97,1,1,56,1
1974.61,3,12,2,8
201.19,0,0,51,3
166.24,1,3,39,4
214.75,0,2,103,2
443.22,2,4,19,7
257.56,1,3,94,7
2567.58,3,7,27,10
200.01,1,1,33,2
148.0,0,0,93,2
339.93,2,3,59,1
277.71,0,0,50,7
294.48,0,0,41,7
132.78,2,2,45,2
361.17,1,3,111,6
197.34,0,3,108,7
72.5,2,2,50,4
134.59,1,4,68,1
249.21,1,2,80,7
469.45,1,2,31,7
314.44,2,4,118,4
243.5,1,1,83,5
405.63,2,2,19,1
299.34,1,2,78,1
155.28,2,4,25,1
293.13,1,3,120,3
182.66,1,3,84,7
4277.18,5,12,18,6
302.46,1,4,47,6
206.83,2,3,71,6
316.55,0,1,14,4
258.24,2,2,109,2
293.2,2,5,120,1
466.79,2,4,38,3
405.45,0,3,68,7
2853.83,4,12,3,2
147.93,0,1,72,5
245.48,2,2,104,1
324.38,1,1,40,3
449.37,0,1,111,1
309.69,1,3,23,5
4660.75,5,8,7,14
90.24,2,4,100,5
59.3,2,5,100,1
351.01,0,1,91,4
384.98,0,1,105,5
161.88,2,3,114,5
1883.18,6,11,11,2
241.96,2,2,93,5
290.75,0,0,10,3
445.69,1,2,96,4
81.35,1,4,31,4
112.94,1,1,32,6
374.27,1,2,31,3
328.4,2,2,85,3
488.93,1,1,51,6
2526.63,2,3,20,6
4191.85,2,11,15,10
206.02,0,0,53,3
480.42,2,2,89,2
459.95,1,4,28,4
121.28,2,5,103,6
52.11,0,2,27,5
413.25,1,1,109,6
84.44,0,3,46,6
2006.43,6,10,13,14
488.88,0,0,29,6
50.55,1,2,6,3
238.86,1,2,114,5
1684.84,3,13,8,8
389.73,0,2,106,2
3089.05,5,5,13,8
362.82,2,2,77,2
291.46,1,4,102,3
3894.79,3,4,27,12
424.14,1,4,22,7
254.08,0,0,87,4
481.93,0,0,101,4
419.33,2,2,30,3
3157.91,5,6,16,8
261.45,2,4,70,2
146.5,1,4,62,1
92.43,2,2,82,1
100.72,1,2,70,7
238.6,0,1,74,2
206.9,0,0,38,1
126.67,0,0,83,1
210.24,1,2,5,3
79.83,0,3,93,5
172.45,2,3,25,3
401.34,2,2,12,5
327.25,0,1,23,7
478.44,0,3,24,6
165.09,2,5,31,2
85.16,1,3,106,2
56.29,2,3,27,4
290.1,2,2,9,2
286.62,0,3,32,1
117.19,1,4,93,6
470.4,0,0,9,5
406.58,1,4,97,2
212.17,1,1,6,3
322.21,0,0,17,4
200.09,2,2,8,7
326.9,0,1,101,7
253.16,0,0,18,2
221.3,0,3,118,1
273.02,0,0,8,7
192.29,2,4,100,4
499.45,0,1,75,7
807.81,1,8,8,5
74.21,0,1,102,3
403.93,0,1,51,2
228.79,0,2,28,2
1714.45,1,3,30,12
3489.44,1,10,8,5
250.73,1,2,53,5
353.47,1,3,45,1
108.75,1,1,88,4
185.05,2,2,91,2
205.22,2,4,79,5
222.02,0,0,18,5
193.85,2,2,26,7
446.37,2,4,98,5
448.19,1,4,76,4
458.73,2,5,21,2
499.6,0,2,44,4
280.02,0,3,110,6
89.86,2,2,78,1
328.86,2,3,15,4
72.66,2,3,55,5
3313.97,2,7,7,5
279.43,1,4,10,5
150.8,2,5,45,3
116.61,0,1,13,2
377.08,2,3,115,1
197.98,0,1,5,1
296.84,1,2,106,3
497.32,1,2,80,1
51.51,2,2,20,3
409.24,0,0,54,5
332.49,0,1,92,4
255.53,2,5,99,6
224.69,2,4,43,5
4779.3,5,11,15,5
68.28,0,2,92,2
103.43,0,1,62,1
2855.26,1,6,2,11
340.59,2,4,47,5
307.99,1,2,7,2
412.21,2,2,13,3
393.18,1,4,57,1
218.77,2,4,41,5
1730.02,4,10,14,3
92.97,2,3,39,6
414.54,2,2,93,5
112.0,0,3,81,7
50.51,1,2,9,5
449.25,1,3,93,3
2604.06,3,13,6,7
477.96,0,2,63,1
89.23,2,2,103,5
2982.47,3,4,17,2
472.21,2,3,105,6
2056.78,1,5,21,14
1014.9,1,1,14,10
74.92,1,4,8,1
302.7,2,3,63,1
375.53,2,3,30,2
495.58,2,5,13,3
63.21,1,3,6,4
245.85,1,2,109,7
4610.51,3,7,12,12
443.88,2,3,119,2
2385.33,2,12,9,7
61.32,2,2,47,2
274.64,2,3,98,3
117.0,0,2,76,4
499.62,2,3,25,3
387.25,0,3,90,2
494.08,2,5,113,4
224.34,1,4,24,7
492.59,2,5,118,4
2488.99,3,12,9,8
86.23,0,0,86,2
66.42,0,2,69,5
185.6,0,1,35,3
4152.63,3,3,9,12
382.51,1,2,19,2
405.78,1,3,82,6
123.63,1,2,7,4
174.38,1,1,103,1
369.61,1,2,74,5
116.04,0,0,114,6
188.02,1,3,69,7
4128.31,6,7,16,9
410.61,2,2,56,4
398.35,1,1,109,1
1317.85,2,7,9,4
175.53,2,3,36,7
368.7,0,2,83,6
2407.48,2,9,4,2
338.83,2,5,11,1
78.12,2,3,18,5
422.62,2,2,15,1
64.59,0,1,43,4
158.31,2,5,100,1
259.98,2,5,10,7
448.07,1,2,102,3
327.57,0,2,17,5
430.42,2,5,110,5
214.09,0,0,14,2
2033.27,3,11,5,12
262.64,0,3,71,6
111.92,1,1,96,2
475.46,0,3,8,5
99.98,2,5,111,2
141.26,2,5,37,4
104.28,0,3,48,7
251.33,1,1,120,1
179.06,0,2,105,3
486.62,0,0,26,6
440.65,0,1,32,4
1230.21,1,7,18,1
223.0,2,5,75,3
166.81,2,5,7,4
357.0,1,1,60,5
160.66,1,2,16,3
101.95,1,3,110,2
51.99,0,1,30,3
473.45,2,4,119,7
431.83,2,2,84,5
3100.49,3,11,27,5
149.17,0,2,18,6
414.21,0,0,45,7
116.31,1,1,53,4
393.64,2,5,94,3
407.38,0,2,34,3
92.06,1,1,109,1
1742.62,4,10,8,13
2707.63,5,11,27,2
161.05,1,3,100,7
1000.25,5,6,28,8
1982.82,1,3,7,10
303.25,2,2,48,3
219.37,2,2,102,6
257.83,0,3,7,2
181.72,2,4,103,3
258.15,0,0,50,1
62.29,0,0,110,5
212.74,1,4,73,6
266.51,2,2,32,1
188.1,0,0,104,2
1834.28,1,5,16,14
256.55,0,3,11,2
199.55,1,4,23,4
282.28,1,1,62,4
111.25,1,4,92,2
475.51,2,3,48,2
485.09,1,4,58,6
321.68,0,3,97,5
323.32,1,1,107,3
471.25,1,2,27,1
401.07,0,2,5,3
359.28,2,3,65,2
383.98,1,4,59,3
191.42,2,4,57,4
263.16,2,5,68,6
164.61,1,1,80,6
1585.58,5,9,4,14
144.52,1,2,63,6
76.84,0,1,87,2
97.89,0,3,111,3
270.54,2,2,67,1
75.74,1,2,83,5
180.02,2,5,78,5
218.65,0,3,79,1
435.41,0,1,8,2
497.7,2,2,17,3
228.88,1,1,12,4
440.75,1,4,118,7
147.21,0,3,29,4
677.02,3,13,0,1
139.23,0,3,111,4
462.56,1,2,114,1
2482.56,5,9,25,8
158.75,2,2,74,2
646.3,4,9,8,1
207.4,2,4,18,6
382.16,0,1,64,6
391.14,0,0,25,5
224.42,1,1,43,7
243.15,0,3,96,4
340.64,0,3,115,2
186.67,0,3,38,5
313.87,0,3,97,1
295.75,1,1,58,6
213.52,1,1,26,1
349.29,0,1,81,1
397.23,1,3,117,7
64.66,1,1,79,2
120.59,0,1,31,2
125.5,1,1,10,2
457.63,1,3,114,1
448.12,0,2,41,3
357.32,0,1,114,4
415.91,2,4,93,7
137.14,0,1,117,2
160.83,0,3,21,1
61.99,2,3,20,2
404.89,1,1,25,5
401.03,2,5,45,7
326.65,0,0,23,2
2306.7,1,8,14,5
175.03,0,0,54,2
440.13,2,2,77,2
2038.54,1,10,4,3
84.21,0,0,66,3
230.35,1,3,65,3
433.86,2,5,37,4
457.56,2,2,118,5
251.85,0,0,5,5
346.92,2,4,45,7
77.49,0,0,13,3
437.02,1,1,45,1
373.9,0,0,79,6
156.99,0,3,67,5
112.84,1,2,52,6
436.98,0,0,69,5
418.38,2,4,94,5
315.81,2,2,43,7
271.68,1,4,86,4
139.22,0,1,101,2
493.77,1,3,17,3
4742.4,2,7,14,12
180.42,1,3,12,5
276.55,1,2,111,6
487.69,1,4,95,7
232.03,0,0,99,5
267.01,2,3,51,3
4380.19,6,11,23,6
313.52,0,1,27,2
538.8,1,9,5,6
348.65,2,5,26,7
1849.44,2,10,13,4
163.38,0,0,16,7
4068.14,2,6,2,5
128.75,0,0,82,6
227.48,2,5,10,2
50.11,1,1,79,3
133.3,1,3,87,1
154.22,0,0,99,7
148.82,1,2,73,5
122.14,1,1,16,5
433.47,2,2,58,1
1146.05,4,14,1,6
230.1,2,5,111,7
489.02,0,3,41,2
370.95,1,1,6,5
258.36,0,2,59,1
241.52,0,1,91,1
440.3,0,3,19,1
406.65,1,3,96,1
1848.52,2,3,12,6
417.7,0,1,63,2
346.31,1,3,66,4
3884.23,4,7,25,5
131.03,0,2,117,4
263.02,1,1,70,5
499.09,1,2,27,3
68.53,0,2,76,2
169.97,1,1,103,4
170.9,1,3,106,2
224.92,1,4,77,7
1244.79,3,11,11,12
428.92,0,3,76,5
359.69,0,1,71,4
169.8,2,2,5,5
275.38,1,3,66,6
1284.71,4,8,7,6
321.53,0,1,66,5
352.38,0,2,67,7
234.75,0,2,33,4
457.93,1,3,32,4
377.48,0,3,112,6
2081.31,4,8,28,7
109.12,1,2,56,5
4555.98,1,6,21,5
892.08,3,11,23,10
472.26,0,3,65,6
429.4,0,2,47,1
342.41,2,5,7,3
2135.03,4,4,10,1
161.59,1,4,80,5
62.17,1,4,90,2
232.04,2,2,75,2
132.53,1,4,78,6
86.58,0,3,70,6
198.09,2,4,91,5
71.01,1,2,78,4
355.87,0,3,56,1
191.71,2,4,113,1
336.55,2,3,22,7
254.93,1,4,102,6
295.27,1,4,8,4
134.07,0,0,56,7
468.91,2,2,65,2
3110.97,2,10,26,10
497.83,2,3,67,1
238.4,1,2,103,7
90.7,2,2,73,4
188.58,1,2,56,5
63.59,2,3,118,1
156.83,1,3,92,6
58.67,1,3,104,5
238.34,0,3,81,2
202.99,2,5,29,1
498.3,2,3,39,2
280.68,1,2,108,1
402.26,2,2,64,6
236.42,2,2,54,6
338.4,2,3,91,1
340.33,2,2,18,4
163.67,2,3,120,7
91.92,0,1,62,7
264.17,2,3,57,6
250.82,0,1,8,5
64.15,2,2,63,2
287.91,2,5,75,2
396.67,1,3,101,1
58.66,0,2,77,2
260.11,1,1,14,4
240.34,2,2,97,5
2231.95,1,3,25,8
109.59,2,2,72,2
158.05,0,3,12,6
128.85,1,2,91,3
148.25,2,5,85,6
163.88,2,5,120,1
54.93,2,4,108,6
1141.72,2,12,28,6
318.5,2,2,24,2
161.89,0,2,77,4
417.35,2,2,36,5
392.46,0,1,101,3
193.21,2,4,10,3
364.27,1,3,69,7
289.75,1,3,104,3
486.89,1,3,112,5
103.48,2,5,68,2
174.4,2,5,57,2
4823.29,2,8,1,7
258.61,2,5,41,5
217.77,1,4,114,6
1107.0,1,5,5,10
133.03,1,2,6,4
82.7,1,4,27,2
2196.3,5,14,21,14
461.66,2,3,32,3
380.65,1,4,95,4
134.28,1,1,43,1
286.33,0,2,119,5
93.04,0,1,102,5
495.96,1,1,8,1
1803.17,1,11,21,12
229.5,2,2,106,3
347.59,0,2,98,5
185.23,0,1,71,7
194.63,2,5,21,1
293.06,2,4,111,6
121.89,2,3,42,1
486.32,2,3,12,5
201.57,0,0,77,4
2426.48,1,10,30,5
329.19,0,0,88,7
290.27,0,0,65,6
332.57,0,3,83,4
471.39,1,3,66,2
343.23,2,4,113,7
161.56,1,4,37,1
193.09,0,1,66,6
432.68,0,0,11,4
138.4,0,0,68,3
238.57,2,3,10,2
424.99,2,2,80,2
137.02,1,1,29,3
414.66,1,3,113,4
324.01,1,4,60,1
481.44,1,2,104,2
79.56,0,3,57,3
390.67,0,3,85,1
3596.28,3,4,15,12
345.83,2,4,15,3
136.66,1,1,82,7
407.65,2,2,49,3
85.57,2,2,46,7
172.06,2,5,90,3
349.88,1,1,87,4
51.21,1,1,80,2
4105.22,6,10,10,5
174.33,0,1,82,7
117.32,0,0,92,2
227.14,0,0,35,5
419.34,2,5,92,3
362.01,0,3,73,5
226.28,0,2,16,4
246.79,2,3,115,2
204.14,1,2,30,1
3222.06,4,8,8,14
458.54,0,3,67,1
484.22,2,5,10,5
490.56,2,2,81,6
293.38,2,4,115,2
139.86,0,3,53,1
291.7,2,4,76,1
410.15,0,1,89,1
345.28,0,2,63,7
494.49,0,0,45,2
261.67,0,3,66,3
175.33,1,1,115,5
355.5,0,1,15,4
180.17,2,2,110,5
378.13,2,4,58,7
224.36,1,2,116,4
197.02,2,5,5,3
56.12,2,5,14,6
57.4,1,4,109,5
526.72,4,12,12,1
415.66,1,2,10,4
245.28,0,2,10,2
449.19,0,3,39,7
295.25,0,0,115,2
316.56,0,0,108,6
62.97,1,2,7,5
121.13,0,3,101,3
363.24,1,2,114,1
420.96,1,1,11,5
243.67,0,3,49,7
4705.0,6,11,8,13
333.57,0,0,45,3
483.18,1,3,47,2
105.96,0,0,96,5
206.53,1,2,41,7
392.93,1,4,25,7
407.38,1,2,20,4
73.55,2,5,53,1
415.22,0,3,112,2
240.37,1,1,42,4
1194.19,4,10,0,3
409.89,0,2,69,3
218.5,0,0,13,4
376.62,0,3,68,7
240.46,1,4,78,1
130.66,1,1,31,2
188.41,2,4,12,6
168.89,2,4,32,1
193.94,1,1,45,6
307.7,2,2,102,6
3367.51,5,11,13,12
4314.26,4,13,6,7
448.32,2,3,29,3
272.7,2,5,55,5
2184.15,4,4,24,3
4972.19,6,13,27,8
89.92,1,2,114,1
95.12,0,1,8,5
269.99,0,1,113,7
367.9,2,5,32,7
144.65,1,3,38,1
302.3,0,2,35,7
227.65,1,4,84,7
134.07,0,3,65,2
369.09,0,2,88,2
157.23,0,0,78,1
496.2,0,3,83,2
409.26,2,4,42,2
183.61,2,2,82,5
450.25,0,3,47,7
87.85,1,3,21,4
466.68,1,4,77,6
81.25,2,3,20,1
424.54,1,2,32,6
398.05,1,2,21,4
260.08,0,0,58,6
482.03,1,4,43,6
466.47,1,1,31,5
157.12,0,2,83,3
276.54,1,2,85,3
420.83,2,5,106,6
74.14,1,3,7,6
245.44,1,2,59,4
217.06,0,3,111,2
68.0,2,5,29,7
491.94,2,5,118,7
235.23,0,2,78,4
317.75,2,3,18,5
4914.23,6,15,21,8
427.38,2,4,112,5
165.96,2,5,9,5
449.93,1,1,115,3
410.19,0,1,110,4
246.43,0,1,21,6
315.71,1,1,21,1
296.62,2,2,89,7
1982.95,3,11,29,6
57.33,2,2,28,6
383.58,0,1,29,7
288.97,1,4,43,2
468.11,0,2,55,6
276.8,1,1,113,5
286.85,0,1,62,5
342.01,0,2,89,5
1805.55,4,12,1,7
494.34,0,2,78,6
187.67,2,4,55,1
196.05,1,4,84,3
408.54,0,1,5,7
463.24,0,1,55,7
427.73,0,1,58,1
109.58,0,3,46,3
3796.05,6,14,13,5
349.47,2,5,46,3
211.31,1,3,17,2
243.92,0,0,11,4
201.91,1,2,42,6
82.08,1,3,37,3
128.8,1,3,38,1
314.92,1,3,5,2
424.93,0,3,73,4
398.98,1,4,116,1
253.68,0,3,29,1
1842.35,3,5,29,4
235.04,0,0,107,6
71.83,2,3,8,5
175.09,0,1,39,6
312.74,1,1,110,5
268.15,2,5,22,7
495.5,2,4,19,2
324.22,2,2,43,3
2588.17,3,9,24,12
494.53,0,2,68,6
150.25,1,1,118,3
332.57,2,2,22,6
504.9,6,15,8,5
442.35,0,1,16,3
3202.09,2,7,16,5
441.94,1,2,113,3
152.31,2,5,90,4
289.66,1,3,83,3
1011.55,3,4,16,7
497.03,2,3,30,1
389.57,0,2,105,6
228.39,2,4,18,5
160.11,0,1,119,4
339.26,2,5,96,5
124.58,1,4,42,5
432.18,1,2,94,1
131.81,2,3,89,6
889.03,1,9,29,13
260.93,2,3,42,7
